idx,case_idx,key,mixture_id,target_source,mixture_relpath,target_relpath,enrollment_relpath
2787,0,446o030k_0.56158_442o0311_-0.56158_446o0315,446o030k_0.56158_442o0311_-0.56158,s1,tt/mix/446o030k_0.56158_442o0311_-0.56158.wav,tt/s1/446o030k_0.56158_442o0311_-0.56158.wav,wsj0/si_et_05_8k/446/446o0315.wav
2787,1,446o030k_0.56158_442o0311_-0.56158_442c020y,446o030k_0.56158_442o0311_-0.56158,s2,tt/mix/446o030k_0.56158_442o0311_-0.56158.wav,tt/s2/446o030k_0.56158_442o0311_-0.56158.wav,wsj0/si_et_05_8k/442/442c020y.wav
2788,0,446o030k_1.5544_445c020x_-1.5544_446c0214,446o030k_1.5544_445c020x_-1.5544,s1,tt/mix/446o030k_1.5544_445c020x_-1.5544.wav,tt/s1/446o030k_1.5544_445c020x_-1.5544.wav,wsj0/si_et_05_8k/446/446c0214.wav
2788,1,446o030k_1.5544_445c020x_-1.5544_445o0312,446o030k_1.5544_445c020x_-1.5544,s2,tt/mix/446o030k_1.5544_445c020x_-1.5544.wav,tt/s2/446o030k_1.5544_445c020x_-1.5544.wav,wsj0/si_et_05_8k/445/445o0312.wav
2789,0,446o030k_1.7305_051c010w_-1.7305_446c020n,446o030k_1.7305_051c010w_-1.7305,s1,tt/mix/446o030k_1.7305_051c010w_-1.7305.wav,tt/s1/446o030k_1.7305_051c010w_-1.7305.wav,wsj0/si_et_05_8k/446/446c020n.wav
2789,1,446o030k_1.7305_051c010w_-1.7305_051o0208,446o030k_1.7305_051c010w_-1.7305,s2,tt/mix/446o030k_1.7305_051c010w_-1.7305.wav,tt/s2/446o030k_1.7305_051c010w_-1.7305.wav,wsj0/si_dt_05_8k/051/051o0208.wav
2790,0,446o030l_0.77656_440o0301_-0.77656_446o0318,446o030l_0.77656_440o0301_-0.77656,s1,tt/mix/446o030l_0.77656_440o0301_-0.77656.wav,tt/s1/446o030l_0.77656_440o0301_-0.77656.wav,wsj0/si_et_05_8k/446/446o0318.wav
2790,1,446o030l_0.77656_440o0301_-0.77656_440o030u,446o030l_0.77656_440o0301_-0.77656,s2,tt/mix/446o030l_0.77656_440o0301_-0.77656.wav,tt/s2/446o030l_0.77656_440o0301_-0.77656.wav,wsj0/si_et_05_8k/440/440o030u.wav
2791,0,446o030l_2.3838_421c0203_-2.3838_446o0313,446o030l_2.3838_421c0203_-2.3838,s1,tt/mix/446o030l_2.3838_421c0203_-2.3838.wav,tt/s1/446o030l_2.3838_421c0203_-2.3838.wav,wsj0/si_et_05_8k/446/446o0313.wav
2791,1,446o030l_2.3838_421c0203_-2.3838_421c0212,446o030l_2.3838_421c0203_-2.3838,s2,tt/mix/446o030l_2.3838_421c0203_-2.3838.wav,tt/s2/446o030l_2.3838_421c0203_-2.3838.wav,wsj0/si_dt_05_8k/421/421c0212.wav
2792,0,446o030m_0.515_421o0303_-0.515_446o0315,446o030m_0.515_421o0303_-0.515,s1,tt/mix/446o030m_0.515_421o0303_-0.515.wav,tt/s1/446o030m_0.515_421o0303_-0.515.wav,wsj0/si_et_05_8k/446/446o0315.wav
2792,1,446o030m_0.515_421o0303_-0.515_421a010a,446o030m_0.515_421o0303_-0.515,s2,tt/mix/446o030m_0.515_421o0303_-0.515.wav,tt/s2/446o030m_0.515_421o0303_-0.515.wav,wsj0/si_dt_05_8k/421/421a010a.wav
2793,0,446o030n_2.2386_420o030y_-2.2386_446o030u,446o030n_2.2386_420o030y_-2.2386,s1,tt/mix/446o030n_2.2386_420o030y_-2.2386.wav,tt/s1/446o030n_2.2386_420o030y_-2.2386.wav,wsj0/si_et_05_8k/446/446o030u.wav
2793,1,446o030n_2.2386_420o030y_-2.2386_420c0207,446o030n_2.2386_420o030y_-2.2386,s2,tt/mix/446o030n_2.2386_420o030y_-2.2386.wav,tt/s2/446o030n_2.2386_420o030y_-2.2386.wav,wsj0/si_dt_05_8k/420/420c0207.wav
2794,0,446o030q_0.91764_423c0203_-0.91764_446c020o,446o030q_0.91764_423c0203_-0.91764,s1,tt/mix/446o030q_0.91764_423c0203_-0.91764.wav,tt/s1/446o030q_0.91764_423c0203_-0.91764.wav,wsj0/si_et_05_8k/446/446c020o.wav
2794,1,446o030q_0.91764_423c0203_-0.91764_423a010p,446o030q_0.91764_423c0203_-0.91764,s2,tt/mix/446o030q_0.91764_423c0203_-0.91764.wav,tt/s2/446o030q_0.91764_423c0203_-0.91764.wav,wsj0/si_dt_05_8k/423/423a010p.wav
2795,0,446o030q_1.0041_447c020o_-1.0041_446c020h,446o030q_1.0041_447c020o_-1.0041,s1,tt/mix/446o030q_1.0041_447c020o_-1.0041.wav,tt/s1/446o030q_1.0041_447c020o_-1.0041.wav,wsj0/si_et_05_8k/446/446c020h.wav
2795,1,446o030q_1.0041_447c020o_-1.0041_447o030o,446o030q_1.0041_447c020o_-1.0041,s2,tt/mix/446o030q_1.0041_447c020o_-1.0041.wav,tt/s2/446o030q_1.0041_447c020o_-1.0041.wav,wsj0/si_et_05_8k/447/447o030o.wav
2796,0,446o030q_1.1084_22go010c_-1.1084_446c020y,446o030q_1.1084_22go010c_-1.1084,s1,tt/mix/446o030q_1.1084_22go010c_-1.1084.wav,tt/s1/446o030q_1.1084_22go010c_-1.1084.wav,wsj0/si_et_05_8k/446/446c020y.wav
2796,1,446o030q_1.1084_22go010c_-1.1084_22gc0112,446o030q_1.1084_22go010c_-1.1084,s2,tt/mix/446o030q_1.1084_22go010c_-1.1084.wav,tt/s2/446o030q_1.1084_22go010c_-1.1084.wav,wsj0/si_dt_05_8k/22g/22gc0112.wav
2797,0,446o030q_1.5596_052o0205_-1.5596_446o030v,446o030q_1.5596_052o0205_-1.5596,s1,tt/mix/446o030q_1.5596_052o0205_-1.5596.wav,tt/s1/446o030q_1.5596_052o0205_-1.5596.wav,wsj0/si_et_05_8k/446/446o030v.wav
2797,1,446o030q_1.5596_052o0205_-1.5596_052o020k,446o030q_1.5596_052o0205_-1.5596,s2,tt/mix/446o030q_1.5596_052o0205_-1.5596.wav,tt/s2/446o030q_1.5596_052o0205_-1.5596.wav,wsj0/si_dt_05_8k/052/052o020k.wav
2798,0,446o030q_2.1018_22ho0109_-2.1018_446c020l,446o030q_2.1018_22ho0109_-2.1018,s1,tt/mix/446o030q_2.1018_22ho0109_-2.1018.wav,tt/s1/446o030q_2.1018_22ho0109_-2.1018.wav,wsj0/si_et_05_8k/446/446c020l.wav
2798,1,446o030q_2.1018_22ho0109_-2.1018_22ha0114,446o030q_2.1018_22ho0109_-2.1018,s2,tt/mix/446o030q_2.1018_22ho0109_-2.1018.wav,tt/s2/446o030q_2.1018_22ho0109_-2.1018.wav,wsj0/si_dt_05_8k/22h/22ha0114.wav
2799,0,446o030r_1.4428_422c020g_-1.4428_446o0316,446o030r_1.4428_422c020g_-1.4428,s1,tt/mix/446o030r_1.4428_422c020g_-1.4428.wav,tt/s1/446o030r_1.4428_422c020g_-1.4428.wav,wsj0/si_et_05_8k/446/446o0316.wav
2799,1,446o030r_1.4428_422c020g_-1.4428_422o0306,446o030r_1.4428_422c020g_-1.4428,s2,tt/mix/446o030r_1.4428_422c020g_-1.4428.wav,tt/s2/446o030r_1.4428_422c020g_-1.4428.wav,wsj0/si_dt_05_8k/422/422o0306.wav
2800,0,446o030r_1.7325_420c020z_-1.7325_446o0306,446o030r_1.7325_420c020z_-1.7325,s1,tt/mix/446o030r_1.7325_420c020z_-1.7325.wav,tt/s1/446o030r_1.7325_420c020z_-1.7325.wav,wsj0/si_et_05_8k/446/446o0306.wav
2800,1,446o030r_1.7325_420c020z_-1.7325_420c020m,446o030r_1.7325_420c020z_-1.7325,s2,tt/mix/446o030r_1.7325_420c020z_-1.7325.wav,tt/s2/446o030r_1.7325_420c020z_-1.7325.wav,wsj0/si_dt_05_8k/420/420c020m.wav
2801,0,446o030s_1.4311_050o020k_-1.4311_446o0307,446o030s_1.4311_050o020k_-1.4311,s1,tt/mix/446o030s_1.4311_050o020k_-1.4311.wav,tt/s1/446o030s_1.4311_050o020k_-1.4311.wav,wsj0/si_et_05_8k/446/446o0307.wav
2801,1,446o030s_1.4311_050o020k_-1.4311_050c010p,446o030s_1.4311_050o020k_-1.4311,s2,tt/mix/446o030s_1.4311_050o020k_-1.4311.wav,tt/s2/446o030s_1.4311_050o020k_-1.4311.wav,wsj0/si_dt_05_8k/050/050c010p.wav
2802,0,446o030s_1.9689_421o0306_-1.9689_446o030v,446o030s_1.9689_421o0306_-1.9689,s1,tt/mix/446o030s_1.9689_421o0306_-1.9689.wav,tt/s1/446o030s_1.9689_421o0306_-1.9689.wav,wsj0/si_et_05_8k/446/446o030v.wav
2802,1,446o030s_1.9689_421o0306_-1.9689_421c020a,446o030s_1.9689_421o0306_-1.9689,s2,tt/mix/446o030s_1.9689_421o0306_-1.9689.wav,tt/s2/446o030s_1.9689_421o0306_-1.9689.wav,wsj0/si_dt_05_8k/421/421c020a.wav
2803,0,446o030t_0.73358_445c0206_-0.73358_446c0210,446o030t_0.73358_445c0206_-0.73358,s1,tt/mix/446o030t_0.73358_445c0206_-0.73358.wav,tt/s1/446o030t_0.73358_445c0206_-0.73358.wav,wsj0/si_et_05_8k/446/446c0210.wav
2803,1,446o030t_0.73358_445c0206_-0.73358_445o0304,446o030t_0.73358_445c0206_-0.73358,s2,tt/mix/446o030t_0.73358_445c0206_-0.73358.wav,tt/s2/446o030t_0.73358_445c0206_-0.73358.wav,wsj0/si_et_05_8k/445/445o0304.wav
2804,0,446o030u_1.5639_423o0302_-1.5639_446c020n,446o030u_1.5639_423o0302_-1.5639,s1,tt/mix/446o030u_1.5639_423o0302_-1.5639.wav,tt/s1/446o030u_1.5639_423o0302_-1.5639.wav,wsj0/si_et_05_8k/446/446c020n.wav
2804,1,446o030u_1.5639_423o0302_-1.5639_423c020i,446o030u_1.5639_423o0302_-1.5639,s2,tt/mix/446o030u_1.5639_423o0302_-1.5639.wav,tt/s2/446o030u_1.5639_423o0302_-1.5639.wav,wsj0/si_dt_05_8k/423/423c020i.wav
2805,0,446o030v_2.2923_422o030f_-2.2923_446o0317,446o030v_2.2923_422o030f_-2.2923,s1,tt/mix/446o030v_2.2923_422o030f_-2.2923.wav,tt/s1/446o030v_2.2923_422o030f_-2.2923.wav,wsj0/si_et_05_8k/446/446o0317.wav
2805,1,446o030v_2.2923_422o030f_-2.2923_422o030b,446o030v_2.2923_422o030f_-2.2923,s2,tt/mix/446o030v_2.2923_422o030f_-2.2923.wav,tt/s2/446o030v_2.2923_422o030f_-2.2923.wav,wsj0/si_dt_05_8k/422/422o030b.wav
2806,0,446o030w_0.084453_445c0204_-0.084453_446o030q,446o030w_0.084453_445c0204_-0.084453,s1,tt/mix/446o030w_0.084453_445c0204_-0.084453.wav,tt/s1/446o030w_0.084453_445c0204_-0.084453.wav,wsj0/si_et_05_8k/446/446o030q.wav
2806,1,446o030w_0.084453_445c0204_-0.084453_445c020x,446o030w_0.084453_445c0204_-0.084453,s2,tt/mix/446o030w_0.084453_445c0204_-0.084453.wav,tt/s2/446o030w_0.084453_445c0204_-0.084453.wav,wsj0/si_et_05_8k/445/445c020x.wav
2807,0,446o030w_0.3071_423a010c_-0.3071_446o030t,446o030w_0.3071_423a010c_-0.3071,s1,tt/mix/446o030w_0.3071_423a010c_-0.3071.wav,tt/s1/446o030w_0.3071_423a010c_-0.3071.wav,wsj0/si_et_05_8k/446/446o030t.wav
2807,1,446o030w_0.3071_423a010c_-0.3071_423c0212,446o030w_0.3071_423a010c_-0.3071,s2,tt/mix/446o030w_0.3071_423a010c_-0.3071.wav,tt/s2/446o030w_0.3071_423a010c_-0.3071.wav,wsj0/si_dt_05_8k/423/423c0212.wav
2808,0,446o030x_0.53723_423o0308_-0.53723_446o0308,446o030x_0.53723_423o0308_-0.53723,s1,tt/mix/446o030x_0.53723_423o0308_-0.53723.wav,tt/s1/446o030x_0.53723_423o0308_-0.53723.wav,wsj0/si_et_05_8k/446/446o0308.wav
2808,1,446o030x_0.53723_423o0308_-0.53723_423a010u,446o030x_0.53723_423o0308_-0.53723,s2,tt/mix/446o030x_0.53723_423o0308_-0.53723.wav,tt/s2/446o030x_0.53723_423o0308_-0.53723.wav,wsj0/si_dt_05_8k/423/423a010u.wav
2809,0,446o030x_0.8001_22go010e_-0.8001_446o030q,446o030x_0.8001_22go010e_-0.8001,s1,tt/mix/446o030x_0.8001_22go010e_-0.8001.wav,tt/s1/446o030x_0.8001_22go010e_-0.8001.wav,wsj0/si_et_05_8k/446/446o030q.wav
2809,1,446o030x_0.8001_22go010e_-0.8001_22ga010n,446o030x_0.8001_22go010e_-0.8001,s2,tt/mix/446o030x_0.8001_22go010e_-0.8001.wav,tt/s2/446o030x_0.8001_22go010e_-0.8001.wav,wsj0/si_dt_05_8k/22g/22ga010n.wav
2810,0,446o030x_1.8788_22gc010s_-1.8788_446c0203,446o030x_1.8788_22gc010s_-1.8788,s1,tt/mix/446o030x_1.8788_22gc010s_-1.8788.wav,tt/s1/446o030x_1.8788_22gc010s_-1.8788.wav,wsj0/si_et_05_8k/446/446c0203.wav
2810,1,446o030x_1.8788_22gc010s_-1.8788_22go0104,446o030x_1.8788_22gc010s_-1.8788,s2,tt/mix/446o030x_1.8788_22gc010s_-1.8788.wav,tt/s2/446o030x_1.8788_22gc010s_-1.8788.wav,wsj0/si_dt_05_8k/22g/22go0104.wav
2811,0,446o030z_0.26601_22gc010t_-0.26601_446o0303,446o030z_0.26601_22gc010t_-0.26601,s1,tt/mix/446o030z_0.26601_22gc010t_-0.26601.wav,tt/s1/446o030z_0.26601_22gc010t_-0.26601.wav,wsj0/si_et_05_8k/446/446o0303.wav
2811,1,446o030z_0.26601_22gc010t_-0.26601_22ga0110,446o030z_0.26601_22gc010t_-0.26601,s2,tt/mix/446o030z_0.26601_22gc010t_-0.26601.wav,tt/s2/446o030z_0.26601_22gc010t_-0.26601.wav,wsj0/si_dt_05_8k/22g/22ga0110.wav
2812,0,446o030z_1.5011_420a010z_-1.5011_446o030j,446o030z_1.5011_420a010z_-1.5011,s1,tt/mix/446o030z_1.5011_420a010z_-1.5011.wav,tt/s1/446o030z_1.5011_420a010z_-1.5011.wav,wsj0/si_et_05_8k/446/446o030j.wav
2812,1,446o030z_1.5011_420a010z_-1.5011_420c0204,446o030z_1.5011_420a010z_-1.5011,s2,tt/mix/446o030z_1.5011_420a010z_-1.5011.wav,tt/s2/446o030z_1.5011_420a010z_-1.5011.wav,wsj0/si_dt_05_8k/420/420c0204.wav
2813,0,446o030z_1.8895_444c0214_-1.8895_446c0206,446o030z_1.8895_444c0214_-1.8895,s1,tt/mix/446o030z_1.8895_444c0214_-1.8895.wav,tt/s1/446o030z_1.8895_444c0214_-1.8895.wav,wsj0/si_et_05_8k/446/446c0206.wav
2813,1,446o030z_1.8895_444c0214_-1.8895_444o030p,446o030z_1.8895_444c0214_-1.8895,s2,tt/mix/446o030z_1.8895_444c0214_-1.8895.wav,tt/s2/446o030z_1.8895_444c0214_-1.8895.wav,wsj0/si_et_05_8k/444/444o030p.wav
2814,0,446o030z_2.3496_442o030q_-2.3496_446o0303,446o030z_2.3496_442o030q_-2.3496,s1,tt/mix/446o030z_2.3496_442o030q_-2.3496.wav,tt/s1/446o030z_2.3496_442o030q_-2.3496.wav,wsj0/si_et_05_8k/446/446o0303.wav
2814,1,446o030z_2.3496_442o030q_-2.3496_442o0308,446o030z_2.3496_442o030q_-2.3496,s2,tt/mix/446o030z_2.3496_442o030q_-2.3496.wav,tt/s2/446o030z_2.3496_442o030q_-2.3496.wav,wsj0/si_et_05_8k/442/442o0308.wav
2815,0,446o030z_2.4376_050o020j_-2.4376_446c020b,446o030z_2.4376_050o020j_-2.4376,s1,tt/mix/446o030z_2.4376_050o020j_-2.4376.wav,tt/s1/446o030z_2.4376_050o020j_-2.4376.wav,wsj0/si_et_05_8k/446/446c020b.wav
2815,1,446o030z_2.4376_050o020j_-2.4376_050o020o,446o030z_2.4376_050o020j_-2.4376,s2,tt/mix/446o030z_2.4376_050o020j_-2.4376.wav,tt/s2/446o030z_2.4376_050o020j_-2.4376.wav,wsj0/si_dt_05_8k/050/050o020o.wav
2816,0,446o0310_0.77472_447o030t_-0.77472_446c020v,446o0310_0.77472_447o030t_-0.77472,s1,tt/mix/446o0310_0.77472_447o030t_-0.77472.wav,tt/s1/446o0310_0.77472_447o030t_-0.77472.wav,wsj0/si_et_05_8k/446/446c020v.wav
2816,1,446o0310_0.77472_447o030t_-0.77472_447o030b,446o0310_0.77472_447o030t_-0.77472,s2,tt/mix/446o0310_0.77472_447o030t_-0.77472.wav,tt/s2/446o0310_0.77472_447o030t_-0.77472.wav,wsj0/si_et_05_8k/447/447o030b.wav
2817,0,446o0311_2.2881_447c020d_-2.2881_446o0316,446o0311_2.2881_447c020d_-2.2881,s1,tt/mix/446o0311_2.2881_447c020d_-2.2881.wav,tt/s1/446o0311_2.2881_447c020d_-2.2881.wav,wsj0/si_et_05_8k/446/446o0316.wav
2817,1,446o0311_2.2881_447c020d_-2.2881_447c020f,446o0311_2.2881_447c020d_-2.2881,s2,tt/mix/446o0311_2.2881_447c020d_-2.2881.wav,tt/s2/446o0311_2.2881_447c020d_-2.2881.wav,wsj0/si_et_05_8k/447/447c020f.wav
2818,0,446o0312_0.65599_441o030e_-0.65599_446c020o,446o0312_0.65599_441o030e_-0.65599,s1,tt/mix/446o0312_0.65599_441o030e_-0.65599.wav,tt/s1/446o0312_0.65599_441o030e_-0.65599.wav,wsj0/si_et_05_8k/446/446c020o.wav
2818,1,446o0312_0.65599_441o030e_-0.65599_441o030l,446o0312_0.65599_441o030e_-0.65599,s2,tt/mix/446o0312_0.65599_441o030e_-0.65599.wav,tt/s2/446o0312_0.65599_441o030e_-0.65599.wav,wsj0/si_et_05_8k/441/441o030l.wav
2819,0,446o0312_1.8188_421a0104_-1.8188_446o030b,446o0312_1.8188_421a0104_-1.8188,s1,tt/mix/446o0312_1.8188_421a0104_-1.8188.wav,tt/s1/446o0312_1.8188_421a0104_-1.8188.wav,wsj0/si_et_05_8k/446/446o030b.wav
2819,1,446o0312_1.8188_421a0104_-1.8188_421a010h,446o0312_1.8188_421a0104_-1.8188,s2,tt/mix/446o0312_1.8188_421a0104_-1.8188.wav,tt/s2/446o0312_1.8188_421a0104_-1.8188.wav,wsj0/si_dt_05_8k/421/421a010h.wav
2820,0,446o0313_0.58676_422o030y_-0.58676_446c020l,446o0313_0.58676_422o030y_-0.58676,s1,tt/mix/446o0313_0.58676_422o030y_-0.58676.wav,tt/s1/446o0313_0.58676_422o030y_-0.58676.wav,wsj0/si_et_05_8k/446/446c020l.wav
2820,1,446o0313_0.58676_422o030y_-0.58676_422c020o,446o0313_0.58676_422o030y_-0.58676,s2,tt/mix/446o0313_0.58676_422o030y_-0.58676.wav,tt/s2/446o0313_0.58676_422o030y_-0.58676.wav,wsj0/si_dt_05_8k/422/422c020o.wav
2821,0,446o0313_1.0149_445o030i_-1.0149_446o0303,446o0313_1.0149_445o030i_-1.0149,s1,tt/mix/446o0313_1.0149_445o030i_-1.0149.wav,tt/s1/446o0313_1.0149_445o030i_-1.0149.wav,wsj0/si_et_05_8k/446/446o0303.wav
2821,1,446o0313_1.0149_445o030i_-1.0149_445o0303,446o0313_1.0149_445o030i_-1.0149,s2,tt/mix/446o0313_1.0149_445o030i_-1.0149.wav,tt/s2/446o0313_1.0149_445o030i_-1.0149.wav,wsj0/si_et_05_8k/445/445o0303.wav
2822,0,446o0313_1.0782_445c020s_-1.0782_446c0206,446o0313_1.0782_445c020s_-1.0782,s1,tt/mix/446o0313_1.0782_445c020s_-1.0782.wav,tt/s1/446o0313_1.0782_445c020s_-1.0782.wav,wsj0/si_et_05_8k/446/446c0206.wav
2822,1,446o0313_1.0782_445c020s_-1.0782_445o0306,446o0313_1.0782_445c020s_-1.0782,s2,tt/mix/446o0313_1.0782_445c020s_-1.0782.wav,tt/s2/446o0313_1.0782_445c020s_-1.0782.wav,wsj0/si_et_05_8k/445/445o0306.wav
2823,0,446o0313_1.6883_22ho010b_-1.6883_446c0207,446o0313_1.6883_22ho010b_-1.6883,s1,tt/mix/446o0313_1.6883_22ho010b_-1.6883.wav,tt/s1/446o0313_1.6883_22ho010b_-1.6883.wav,wsj0/si_et_05_8k/446/446c0207.wav
2823,1,446o0313_1.6883_22ho010b_-1.6883_22ho0114,446o0313_1.6883_22ho010b_-1.6883,s2,tt/mix/446o0313_1.6883_22ho010b_-1.6883.wav,tt/s2/446o0313_1.6883_22ho010b_-1.6883.wav,wsj0/si_dt_05_8k/22h/22ho0114.wav
2824,0,446o0314_1.0006_441o0309_-1.0006_446c020s,446o0314_1.0006_441o0309_-1.0006,s1,tt/mix/446o0314_1.0006_441o0309_-1.0006.wav,tt/s1/446o0314_1.0006_441o0309_-1.0006.wav,wsj0/si_et_05_8k/446/446c020s.wav
2824,1,446o0314_1.0006_441o0309_-1.0006_441o030m,446o0314_1.0006_441o0309_-1.0006,s2,tt/mix/446o0314_1.0006_441o0309_-1.0006.wav,tt/s2/446o0314_1.0006_441o0309_-1.0006.wav,wsj0/si_et_05_8k/441/441o030m.wav
2825,0,446o0314_1.1616_052o020r_-1.1616_446o030x,446o0314_1.1616_052o020r_-1.1616,s1,tt/mix/446o0314_1.1616_052o020r_-1.1616.wav,tt/s1/446o0314_1.1616_052o020r_-1.1616.wav,wsj0/si_et_05_8k/446/446o030x.wav
2825,1,446o0314_1.1616_052o020r_-1.1616_052a050m,446o0314_1.1616_052o020r_-1.1616,s2,tt/mix/446o0314_1.1616_052o020r_-1.1616.wav,tt/s2/446o0314_1.1616_052o020r_-1.1616.wav,wsj0/si_dt_05_8k/052/052a050m.wav
2826,0,446o0315_0.52691_447c020j_-0.52691_446o0313,446o0315_0.52691_447c020j_-0.52691,s1,tt/mix/446o0315_0.52691_447c020j_-0.52691.wav,tt/s1/446o0315_0.52691_447c020j_-0.52691.wav,wsj0/si_et_05_8k/446/446o0313.wav
2826,1,446o0315_0.52691_447c020j_-0.52691_447o0304,446o0315_0.52691_447c020j_-0.52691,s2,tt/mix/446o0315_0.52691_447c020j_-0.52691.wav,tt/s2/446o0315_0.52691_447c020j_-0.52691.wav,wsj0/si_et_05_8k/447/447o0304.wav
2827,0,446o0315_2.0726_22gc010o_-2.0726_446c020n,446o0315_2.0726_22gc010o_-2.0726,s1,tt/mix/446o0315_2.0726_22gc010o_-2.0726.wav,tt/s1/446o0315_2.0726_22gc010o_-2.0726.wav,wsj0/si_et_05_8k/446/446c020n.wav
2827,1,446o0315_2.0726_22gc010o_-2.0726_22gc010q,446o0315_2.0726_22gc010o_-2.0726,s2,tt/mix/446o0315_2.0726_22gc010o_-2.0726.wav,tt/s2/446o0315_2.0726_22gc010o_-2.0726.wav,wsj0/si_dt_05_8k/22g/22gc010q.wav
2828,0,446o0316_1.125_444o030p_-1.125_446c0208,446o0316_1.125_444o030p_-1.125,s1,tt/mix/446o0316_1.125_444o030p_-1.125.wav,tt/s1/446o0316_1.125_444o030p_-1.125.wav,wsj0/si_et_05_8k/446/446c0208.wav
2828,1,446o0316_1.125_444o030p_-1.125_444o030g,446o0316_1.125_444o030p_-1.125,s2,tt/mix/446o0316_1.125_444o030p_-1.125.wav,tt/s2/446o0316_1.125_444o030p_-1.125.wav,wsj0/si_et_05_8k/444/444o030g.wav
2829,0,446o0316_2.1104_440c020d_-2.1104_446c0201,446o0316_2.1104_440c020d_-2.1104,s1,tt/mix/446o0316_2.1104_440c020d_-2.1104.wav,tt/s1/446o0316_2.1104_440c020d_-2.1104.wav,wsj0/si_et_05_8k/446/446c0201.wav
2829,1,446o0316_2.1104_440c020d_-2.1104_440c020e,446o0316_2.1104_440c020d_-2.1104,s2,tt/mix/446o0316_2.1104_440c020d_-2.1104.wav,tt/s2/446o0316_2.1104_440c020d_-2.1104.wav,wsj0/si_et_05_8k/440/440c020e.wav
2830,0,446o0317_1.6107_443o030w_-1.6107_446c0203,446o0317_1.6107_443o030w_-1.6107,s1,tt/mix/446o0317_1.6107_443o030w_-1.6107.wav,tt/s1/446o0317_1.6107_443o030w_-1.6107.wav,wsj0/si_et_05_8k/446/446c0203.wav
2830,1,446o0317_1.6107_443o030w_-1.6107_443c0201,446o0317_1.6107_443o030w_-1.6107,s2,tt/mix/446o0317_1.6107_443o030w_-1.6107.wav,tt/s2/446o0317_1.6107_443o030w_-1.6107.wav,wsj0/si_et_05_8k/443/443c0201.wav
2831,0,446o0317_1.6462_053c010w_-1.6462_446c020e,446o0317_1.6462_053c010w_-1.6462,s1,tt/mix/446o0317_1.6462_053c010w_-1.6462.wav,tt/s1/446o0317_1.6462_053c010w_-1.6462.wav,wsj0/si_et_05_8k/446/446c020e.wav
2831,1,446o0317_1.6462_053c010w_-1.6462_053c0115,446o0317_1.6462_053c010w_-1.6462,s2,tt/mix/446o0317_1.6462_053c010w_-1.6462.wav,tt/s2/446o0317_1.6462_053c010w_-1.6462.wav,wsj0/si_dt_05_8k/053/053c0115.wav
2832,0,446o0318_0.4369_423c0203_-0.4369_446o030s,446o0318_0.4369_423c0203_-0.4369,s1,tt/mix/446o0318_0.4369_423c0203_-0.4369.wav,tt/s1/446o0318_0.4369_423c0203_-0.4369.wav,wsj0/si_et_05_8k/446/446o030s.wav
2832,1,446o0318_0.4369_423c0203_-0.4369_423o0310,446o0318_0.4369_423c0203_-0.4369,s2,tt/mix/446o0318_0.4369_423c0203_-0.4369.wav,tt/s2/446o0318_0.4369_423c0203_-0.4369.wav,wsj0/si_dt_05_8k/423/423o0310.wav
2833,0,446o0318_2.3798_050a050n_-2.3798_446c020x,446o0318_2.3798_050a050n_-2.3798,s1,tt/mix/446o0318_2.3798_050a050n_-2.3798.wav,tt/s1/446o0318_2.3798_050a050n_-2.3798.wav,wsj0/si_et_05_8k/446/446c020x.wav
2833,1,446o0318_2.3798_050a050n_-2.3798_050o020r,446o0318_2.3798_050a050n_-2.3798,s2,tt/mix/446o0318_2.3798_050a050n_-2.3798.wav,tt/s2/446o0318_2.3798_050a050n_-2.3798.wav,wsj0/si_dt_05_8k/050/050o020r.wav
2834,0,446o0319_2.2664_447c0210_-2.2664_446o0303,446o0319_2.2664_447c0210_-2.2664,s1,tt/mix/446o0319_2.2664_447c0210_-2.2664.wav,tt/s1/446o0319_2.2664_447c0210_-2.2664.wav,wsj0/si_et_05_8k/446/446o0303.wav
2834,1,446o0319_2.2664_447c0210_-2.2664_447o030g,446o0319_2.2664_447c0210_-2.2664,s2,tt/mix/446o0319_2.2664_447c0210_-2.2664.wav,tt/s2/446o0319_2.2664_447c0210_-2.2664.wav,wsj0/si_et_05_8k/447/447o030g.wav
2835,0,446o031a_0.31989_443c0213_-0.31989_446o0313,446o031a_0.31989_443c0213_-0.31989,s1,tt/mix/446o031a_0.31989_443c0213_-0.31989.wav,tt/s1/446o031a_0.31989_443c0213_-0.31989.wav,wsj0/si_et_05_8k/446/446o0313.wav
2835,1,446o031a_0.31989_443c0213_-0.31989_443c020i,446o031a_0.31989_443c0213_-0.31989,s2,tt/mix/446o031a_0.31989_443c0213_-0.31989.wav,tt/s2/446o031a_0.31989_443c0213_-0.31989.wav,wsj0/si_et_05_8k/443/443c020i.wav
2836,0,446o031a_1.2602_442c0202_-1.2602_446o0312,446o031a_1.2602_442c0202_-1.2602,s1,tt/mix/446o031a_1.2602_442c0202_-1.2602.wav,tt/s1/446o031a_1.2602_442c0202_-1.2602.wav,wsj0/si_et_05_8k/446/446o0312.wav
2836,1,446o031a_1.2602_442c0202_-1.2602_442o0310,446o031a_1.2602_442c0202_-1.2602,s2,tt/mix/446o031a_1.2602_442c0202_-1.2602.wav,tt/s2/446o031a_1.2602_442c0202_-1.2602.wav,wsj0/si_et_05_8k/442/442o0310.wav
